age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary
27,no,NA,290.04,NA,11,3,medical,1391,High,male,36.25239146937646,very_high,entry_level,sales_representative,very_high,married,2342.59,6090.75,8,no,14,"3,0",medium,part_time,1,5.0,4,good,1,0,0,1996,28111.13,yes,83.042301980198,5.0,2342.59,28111.13,83.042301980198,5.0,2342.59,28111.13
18,no,non_travel,166.21,NA,1,3,NA,1392,Very High,male,20.774335121833705,high,entry_level,laboratory_technician,very_high,single,1342.5,3490.5,1,no,15,"3,0",high,part_time,0,0.0,5,excellent,0,0,0,2005,16110.0,no,83.042301980198,0.0,1342.5,16110.0,83.042301980198,0.0,1342.5,16110.0
31,yes,travel_frequently,290.04,NA,2,3,NA,1393,High,male,36.252315831136364,medium,entry_level,sales_representative,very_high,single,2342.59,6090.75,7,no,14,"3,0",high,part_time,0,3.0,3,excellent,1,0,0,1992,28111.13,yes,83.042301980198,3.0,2342.59,28111.13,83.042301980198,3.0,2342.59,28111.13
31,yes,travel_frequently,290.04,NA,1,4,life_sciences,1394,Medium,male,36.252439022070284,low,entry_level,sales_representative,high,single,2342.59,6090.75,1,no,12,"3,0",medium,part_time,0,6.257371767504139,3,good,1,0,0,1992,28111.13,no,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
31,yes,travel_rarely,290.04,NA,8,3,life_sciences,1395,Low,male,36.252439022070284,medium,entry_level,research_scientist,medium,NA,2342.59,6090.75,1,no,12,"3,0",high,part_time,0,6.257371767504139,3,excellent,1,0,0,1992,28111.13,no,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
27,no,travel_rarely,290.04,NA,11,1,life_sciences,1396,Medium,female,36.25,high,entry_level,laboratory_technician,low,married,2342.59,6090.75,0,no,14,"3,0",medium,part_time,0,6.0,3,excellent,5,1,4,1996,28111.13,no,36.25,6.0,2342.59,28111.13,36.25,6.0,2342.59,28111.13
39,yes,NA,290.04,NA,2,3,NA,1397,Low,male,36.252620187797646,medium,entry_level,laboratory_technician,low,single,2575.543912205603,6090.75,2,yes,23,"4,0",medium,part_time,0,11.0,2,excellent,1,0,0,1984,28111.13,yes,83.042301980198,11.0,5697.60022687609,28111.13,83.042301980198,11.0,5697.60022687609,28111.13
44,no,travel_frequently,491.94,NA,1,5,marketing,1398,Low,male,61.49060615118444,high,intermediate,sales_executive,high,married,3973.33,10330.67,7,no,12,"3,0",high,part_time,1,11.0,4,low,1,0,0,1979,47680.0,no,83.042301980198,11.0,3973.33,47680.0,83.042301980198,11.0,3973.33,47680.0
30,no,NA,131.44,research_&_development,25,3,NA,1399,NA,female,16.428082816172854,high,entry_level,research_scientist,high,NA,1275.114826257061,2760.33,1,no,13,"3,0",medium,part_time,2,1.0,2,low,1,0,0,1993,12740.0,no,83.042301980198,1.0,5697.60022687609,12740.0,83.042301980198,1.0,5697.60022687609,12740.0
35,no,travel_rarely,248.03,NA,26,1,life_sciences,1400,Very High,female,31.001700476598327,high,entry_level,sales_representative,high,NA,2003.33,5208.67,1,no,13,"3,0",low,part_time,1,1.0,3,good,1,0,0,1988,24040.0,yes,83.042301980198,1.0,2003.33,24040.0,83.042301980198,1.0,2003.33,24040.0
24,yes,travel_frequently,290.04,NA,9,3,NA,1401,Medium,female,36.25,high,entry_level,laboratory_technician,low,NA,2342.59,6090.75,2,no,11,"3,0",high,part_time,0,6.257371766847043,2,low,0,0,0,1999,28111.13,no,36.25,11.318933823529411,2342.59,28111.13,36.25,11.318933823529411,2342.59,28111.13
24,no,NA,209.75,NA,13,2,NA,1402,Very High,male,26.216912146304654,high,entry_level,sales_representative,medium,married,1917.259905933633,4404.83,1,no,13,"3,0",high,part_time,1,1.0,2,good,1,0,0,1999,20330.0,yes,83.042301980198,1.0,5697.60022687609,20330.0,83.042301980198,1.0,5697.60022687609,20330.0
28,yes,NA,264.23,NA,2,2,medical,1403,High,female,33.02679728354448,medium,entry_level,laboratory_technician,low,single,2363.9475087450483,5548.83,7,no,11,"3,0",high,part_time,0,8.0,2,low,0,0,0,1995,25610.0,yes,83.042301980198,8.0,5697.60022687609,25610.0,83.042301980198,8.0,5697.60022687609,25610.0
28,no,travel_rarely,161.26,NA,1,3,life_sciences,1404,Low,female,20.155318226460192,medium,entry_level,research_scientist,high,NA,1519.620660284109,3386.5,1,no,14,"3,0",very_high,part_time,1,1.0,2,very_low,1,0,0,1995,15630.0,no,83.042301980198,1.0,5697.60022687609,15630.0,83.042301980198,1.0,5697.60022687609,15630.0
33,no,NA,659.08,NA,8,5,NA,1405,Very High,female,93.85777282526112,high,intermediate,healthcare_representative,high,NA,5323.33,13840.67,2,no,17,"3,0",low,part_time,0,14.0,6,good,0,0,0,1990,72776.56375373123,yes,83.042301980198,14.0,5323.33,65245.87531343283,83.042301980198,14.0,5323.33,65245.87531343283
39,no,travel_rarely,864.19,NA,6,3,NA,1406,Medium,male,108.02,high,senior,manufacturing_director,medium,single,7283.672476747475,18148.0,4,no,18,"3,0",very_high,part_time,0,9.0,3,good,2,2,2,1984,83760.0,no,108.02,9.0,5697.60022687609,83760.0,108.02,9.0,5697.60022687609,83760.0
42,no,NA,499.47,NA,2,3,medical,1407,High,female,62.43201754716873,medium,entry_level,laboratory_technician,medium,married,4034.17,10488.83,4,no,14,"3,0",medium,full_time,1,9.143645025437088,3,good,1,0,0,1981,48410.0,yes,83.042301980198,11.318933823529411,4034.17,48410.0,83.042301980198,11.318933823529411,4034.17,48410.0
29,no,travel_rarely,290.04,NA,9,3,NA,1408,High,female,36.25,very_high,entry_level,research_scientist,high,married,2342.59,6090.75,6,no,18,"3,0",low,part_time,2,6.257371766847043,2,low,1,0,0,1994,28111.13,no,36.25,11.318933823529411,2342.59,28111.13,36.25,11.318933823529411,2342.59,28111.13
35,no,travel_rarely,290.04,NA,1,3,NA,1409,Very High,female,36.25243744756671,medium,entry_level,laboratory_technician,low,NA,2575.559122400347,6090.75,1,no,19,"3,0",medium,part_time,0,6.1680433479329615,3,good,3,1,2,1988,28111.13,no,83.042301980198,11.318933823529411,5697.60022687609,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13
35,yes,travel_rarely,213.98,NA,14,3,NA,1410,NA,male,31.785779289836672,high,entry_level,laboratory_technician,low,NA,1728.33,4493.67,1,no,12,"3,0",very_high,part_time,1,1.0,2,good,1,0,0,1988,24647.955984881788,yes,83.042301980198,1.0,1728.33,65245.87531343283,83.042301980198,1.0,1728.33,65245.87531343283
34,no,NA,306.63,NA,13,4,medical,1411,NA,female,38.327408638641444,high,entry_level,research_scientist,very_high,single,2476.67,6439.33,1,no,13,"3,0",high,full_time,0,6.486132516676244,4,good,1,0,0,1989,29720.0,no,83.042301980198,11.318933823529411,2476.67,29720.0,83.042301980198,11.318933823529411,2476.67,29720.0
26,no,travel_rarely,290.04,NA,3,3,NA,1412,Low,male,36.25224199684069,high,entry_level,research_scientist,very_high,NA,2575.57536625297,6090.75,1,no,21,"4,0",low,part_time,0,1.0,5,good,1,0,0,1997,28111.13,yes,83.042301980198,1.0,5697.60022687609,28111.13,83.042301980198,1.0,5697.60022687609,28111.13
36,no,travel_rarely,703.13,NA,1,4,life_sciences,1413,Medium,male,87.89081796741104,high,intermediate,sales_executive,high,single,5679.17,14765.83,6,no,13,"3,0",low,full_time,0,11.950455989746292,5,good,1,0,0,1987,68150.0,yes,83.042301980198,11.318933823529411,5679.17,68150.0,83.042301980198,11.318933823529411,5679.17,68150.0
50,no,NA,1973.98,NA,24,3,marketing,1414,NA,female,246.74988926525336,high,executive,manager,high,married,15943.72,41453.67,4,yes,16,"3,0",high,full_time,1,29.46453332285764,2,good,1,0,0,1973,191324.62,no,83.042301980198,11.318933823529411,15943.72,191324.62,83.042301980198,11.318933823529411,15943.72,191324.62
42,no,travel_rarely,1973.98,NA,9,2,NA,1415,Very High,female,246.74968601063634,medium,executive,manager,very_high,NA,16384.032605651722,41453.67,8,no,22,"4,0",very_high,full_time,0,24.0,2,good,1,0,1,1981,191324.62,no,83.042301980198,24.0,5697.60022687609,191324.62,83.042301980198,24.0,5697.60022687609,191324.62
35,no,NA,277.54,NA,7,2,life_sciences,1416,High,female,74.8071486993671,medium,entry_level,laboratory_technician,very_high,NA,2241.67,5828.33,1,no,18,"3,0",very_high,part_time,1,11.501894601576968,5,low,1,0,1,1988,58005.29667917125,no,83.042301980198,11.318933823529411,2241.67,65245.87531343283,83.042301980198,11.318933823529411,2241.67,65245.87531343283
46,no,travel_rarely,1812.47,NA,1,4,life_sciences,1417,Very High,female,226.56,very_high,manager,manager,low,NA,15059.57821459879,38061.83,1,no,15,"3,0",medium,full_time,0,27.0,5,very_low,26,0,12,1977,175670.0,no,226.56,27.0,5697.60022687609,175670.0,226.56,27.0,5697.60022687609,175670.0
18,yes,travel_frequently,161.88,sales,3,2,medical,1418,Medium,male,20.232662457405063,high,entry_level,sales_representative,very_high,single,1524.7000513779883,3399.5,1,yes,12,"3,0",high,part_time,0,0.0,2,excellent,0,0,0,2005,15690.0,yes,83.042301980198,0.0,5697.60022687609,15690.0,83.042301980198,0.0,5697.60022687609,15690.0
29,no,NA,431.99,NA,5,3,NA,1419,Low,female,53.99740654368663,medium,intermediate,sales_executive,medium,divorced,3489.17,9071.83,1,yes,13,"3,0",medium,part_time,1,10.0,3,low,10,0,9,1994,41870.0,yes,83.042301980198,10.0,3489.17,41870.0,83.042301980198,10.0,3489.17,41870.0
31,no,NA,556.26,NA,5,4,life_sciences,1420,Low,male,69.53070513703906,high,intermediate,sales_executive,very_high,NA,4492.84,11681.39,1,no,11,"3,0",low,part_time,2,10.0,2,good,10,0,2,1992,53914.11,yes,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11
41,no,travel_rarely,1032.49,NA,23,2,NA,1421,Very High,female,129.06,high,senior,sales_executive,high,single,8339.32,21682.23,3,no,16,"3,0",very_high,part_time,0,21.0,2,good,2,0,2,1982,100071.84,yes,129.06,21.0,8339.32,100071.84,129.06,21.0,8339.32,100071.84
38,no,travel_rarely,341.1,NA,4,2,NA,1422,Very High,male,42.63503067781926,high,entry_level,laboratory_technician,high,NA,2994.25116055169,7163.0,7,no,19,"3,0",very_high,full_time,1,7.0,5,good,0,0,0,1985,33060.0,yes,83.042301980198,7.0,5697.60022687609,33060.0,83.042301980198,7.0,5697.60022687609,33060.0
32,yes,travel_rarely,143.72,NA,2,4,life_sciences,1423,Very High,female,17.96282680864411,high,entry_level,laboratory_technician,medium,single,1375.7936990917278,3018.17,1,no,12,"3,0",low,part_time,0,1.0,2,good,1,0,0,1991,13930.0,yes,83.042301980198,1.0,5697.60022687609,13930.0,83.042301980198,1.0,5697.60022687609,13930.0
60,no,NA,1122.85,NA,1,4,NA,1424,High,female,140.35611410220955,low,senior,healthcare_representative,very_high,divorced,9069.17,23579.83,3,no,20,"4,0",high,full_time,1,19.0,2,excellent,1,0,0,1963,108830.0,no,83.042301980198,19.0,9069.17,108830.0,83.042301980198,19.0,9069.17,108830.0
24,yes,NA,290.04,NA,22,1,NA,1425,Very High,female,33.42604082753895,low,entry_level,human_resources,high,married,2342.59,6090.75,1,no,11,"3,0",high,part_time,1,1.0,2,good,1,0,0,1999,25919.768463805343,yes,83.042301980198,1.0,2342.59,65245.87531343283,83.042301980198,1.0,2342.59,65245.87531343283
40,no,travel_rarely,556.26,NA,8,2,life_sciences,1426,Medium,male,69.53100974739694,high,intermediate,manufacturing_director,low,NA,4758.559660906438,11681.39,2,yes,16,"3,0",medium,part_time,1,18.0,3,good,1,0,0,1983,53914.11,yes,83.042301980198,18.0,5697.60022687609,53914.11,83.042301980198,18.0,5697.60022687609,53914.11
30,no,travel_rarely,295.29,NA,21,1,NA,1427,Medium,female,69.86622878138118,high,entry_level,research_scientist,very_high,married,2385.0,6201.0,1,no,12,"3,0",medium,part_time,1,10.0,2,low,10,0,8,1993,54174.278968161365,yes,83.042301980198,10.0,2385.0,65245.87531343283,83.042301980198,10.0,2385.0,65245.87531343283
47,no,non_travel,556.26,NA,2,4,marketing,1428,High,female,69.53047822231876,high,intermediate,sales_executive,medium,NA,4492.84,11681.39,7,no,11,"3,0",very_high,part_time,1,4.0,3,very_low,1,0,0,1976,53914.11,yes,83.042301980198,4.0,4492.84,53914.11,83.042301980198,4.0,4492.84,53914.11
32,yes,travel_rarely,694.88,sales,1,2,NA,1429,Low,female,86.85898354351977,low,intermediate,sales_executive,medium,single,5612.5,14592.5,6,no,15,"3,0",medium,full_time,0,10.0,2,good,0,0,0,1991,67350.0,no,83.042301980198,10.0,5612.5,67350.0,83.042301980198,10.0,5612.5,67350.0
45,no,travel_rarely,1006.57,NA,41,3,life_sciences,1430,NA,male,125.82081010962081,low,senior,human_resources,high,married,8451.208985570795,21138.0,4,no,21,"4,0",high,part_time,2,9.0,2,excellent,5,0,3,1978,97560.0,yes,83.042301980198,9.0,5697.60022687609,97560.0,83.042301980198,9.0,5697.60022687609,97560.0
34,no,NA,290.04,NA,2,4,NA,1431,Very High,female,36.252429288496515,very_high,entry_level,research_scientist,very_high,married,2342.59,6090.75,0,yes,14,"3,0",low,part_time,3,6.0,3,good,5,1,2,1989,28111.13,no,83.042301980198,6.0,2342.59,28111.13,83.042301980198,6.0,2342.59,28111.13
33,yes,NA,1032.49,NA,16,3,NA,1432,Low,male,129.06061298298104,high,senior,sales_executive,low,NA,8339.32,21682.23,2,yes,20,"4,0",high,part_time,0,16.489391944301513,2,low,0,0,0,1990,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
31,yes,travel_rarely,1032.49,NA,16,4,NA,1433,Low,female,91.08972859085588,high,senior,sales_executive,high,married,8339.32,21682.23,2,no,13,"3,0",low,part_time,3,11.362395898152304,2,good,1,0,0,1992,70630.35343310711,yes,83.042301980198,11.318933823529411,8339.32,65245.87531343283,83.042301980198,11.318933823529411,8339.32,65245.87531343283
29,no,travel_rarely,290.04,NA,4,3,technical_degree,1434,Very High,male,36.25243744756671,medium,entry_level,research_scientist,low,divorced,2575.559122400347,6090.75,1,no,13,"3,0",high,part_time,1,6.1680433479329615,2,good,1,0,0,1994,28111.13,yes,83.042301980198,11.318933823529411,5697.60022687609,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13
30,no,NA,546.21,NA,16,3,NA,1435,High,female,68.28,very_high,intermediate,healthcare_representative,high,married,4411.67,11470.33,3,no,16,"3,0",high,part_time,1,10.0,3,good,7,1,7,1993,52940.0,no,68.28,10.0,4411.67,52940.0,68.28,10.0,4411.67,52940.0
38,no,travel_rarely,556.26,NA,18,3,medical,1436,Medium,female,69.53,low,intermediate,healthcare_representative,very_high,married,4758.585368284393,11681.39,3,no,16,"3,0",high,part_time,1,9.824375221901732,2,good,1,1,0,1985,53914.11,yes,69.53,11.318933823529411,5697.60022687609,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11
43,yes,NA,251.44,NA,17,3,technical_degree,1437,High,female,31.43,medium,entry_level,research_scientist,high,NA,2030.83,5280.17,9,yes,16,"3,0",very_high,part_time,1,6.0,4,good,1,0,0,1980,24370.0,no,31.43,6.0,2030.83,24370.0,31.43,6.0,2030.83,24370.0
55,no,travel_rarely,1973.98,NA,44,3,NA,1438,High,female,246.7500642015933,medium,executive,research_director,low,married,16384.001151604352,41453.67,8,no,12,"3,0",medium,full_time,3,34.0,2,good,1,0,0,1968,191324.62,no,83.042301980198,34.0,5697.60022687609,191324.62,83.042301980198,34.0,5697.60022687609,191324.62
21,yes,NA,290.04,NA,7,1,marketing,1439,Medium,female,75.07663579073002,high,entry_level,sales_representative,medium,single,2342.59,6090.75,1,no,13,"3,0",medium,part_time,0,11.499585808984802,3,good,1,1,0,2002,58214.2494277887,yes,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283
22,yes,travel_rarely,290.04,NA,45,1,medical,1440,High,male,36.25,high,entry_level,laboratory_technician,low,NA,2342.59,6090.75,1,yes,17,"3,0",high,part_time,0,1.0,6,good,1,0,0,2001,28111.13,yes,36.25,1.0,2342.59,28111.13,36.25,1.0,2342.59,28111.13
37,no,travel_rarely,420.02,NA,8,2,other,1441,High,female,52.50169588713998,high,intermediate,human_resources,medium,divorced,3641.434741060565,8820.5,2,no,13,"3,0",high,part_time,0,19.0,4,low,10,4,7,1986,40710.0,yes,83.042301980198,19.0,5697.60022687609,40710.0,83.042301980198,19.0,5697.60022687609,40710.0
42,no,travel_rarely,556.26,NA,13,3,NA,1442,Medium,female,69.53,very_high,intermediate,healthcare_representative,low,married,4492.84,11681.39,5,no,18,"3,0",high,part_time,2,10.0,2,low,0,0,0,1981,53914.11,no,69.53,10.0,4492.84,53914.11,69.53,10.0,4492.84,53914.11
18,no,NA,290.04,NA,14,3,NA,1443,Medium,male,29.389714125361955,high,entry_level,research_scientist,high,single,2342.59,6090.75,1,no,16,"3,0",high,part_time,0,0.0,4,very_low,0,0,0,2005,22790.134965291396,yes,83.042301980198,0.0,2342.59,65245.87531343283,83.042301980198,0.0,2342.59,65245.87531343283
31,yes,travel_rarely,304.98,NA,18,5,human_resources,1444,Very High,female,38.12088684513837,very_high,entry_level,human_resources,low,married,2463.33,6404.67,0,no,17,"3,0",high,full_time,0,2.0,4,good,1,0,0,1992,29560.0,yes,83.042301980198,2.0,2463.33,29560.0,83.042301980198,2.0,2463.33,29560.0
36,no,travel_rarely,556.26,NA,2,4,NA,1445,Very High,male,69.53070055266093,high,intermediate,research_scientist,medium,NA,4758.585380548165,11681.39,4,yes,22,"4,0",very_high,part_time,1,9.824375217388116,2,good,1,0,0,1987,53914.11,yes,83.042301980198,11.318933823529411,5697.60022687609,53914.11,83.042301980198,11.318933823529411,5697.60022687609,53914.11
32,no,travel_frequently,479.56,NA,10,4,marketing,1446,Very High,female,59.94,high,intermediate,sales_executive,very_high,NA,3873.33,10070.67,8,no,13,"3,0",high,part_time,0,8.869222800692073,2,excellent,0,0,0,1991,46480.0,yes,59.94,11.318933823529411,3873.33,46480.0,59.94,11.318933823529411,3873.33,46480.0
29,no,NA,556.26,NA,29,1,life_sciences,1447,Very High,female,69.53,low,intermediate,healthcare_representative,high,divorced,4758.58167865834,11681.39,8,no,17,"3,0",very_high,part_time,2,11.0,3,good,7,1,6,1994,53914.11,no,69.53,11.0,5697.60022687609,53914.11,69.53,11.0,5697.60022687609,53914.11
42,no,travel_rarely,290.04,NA,8,3,NA,1448,Very High,female,36.252439022070284,high,entry_level,laboratory_technician,high,NA,2342.59,6090.75,4,no,13,"3,0",very_high,part_time,0,6.257371767504139,3,good,0,0,0,1981,28111.13,yes,83.042301980198,11.318933823529411,2342.59,28111.13,83.042301980198,11.318933823529411,2342.59,28111.13
29,no,travel_rarely,289.3,NA,6,1,NA,1449,Very High,female,36.160702219897416,medium,entry_level,human_resources,medium,married,2336.67,6075.33,1,no,11,"3,0",very_high,part_time,0,6.247254987798865,3,good,1,0,0,1994,28040.0,yes,83.042301980198,11.318933823529411,2336.67,28040.0,83.042301980198,11.318933823529411,2336.67,28040.0
29,yes,NA,251.64,NA,24,2,NA,1450,Very High,female,31.453095765083738,medium,entry_level,research_scientist,very_high,NA,2032.5,5284.5,1,yes,24,"3,0",medium,part_time,0,1.0,3,low,1,1,0,1994,24390.0,no,83.042301980198,1.0,2032.5,24390.0,83.042301980198,1.0,2032.5,24390.0
28,no,travel_rarely,294.67,sales,3,3,medical,1451,Medium,male,33.525936936882616,high,entry_level,sales_representative,medium,NA,2380.0,6188.0,1,no,19,"3,0",very_high,part_time,1,1.0,3,good,1,0,0,1995,25997.225086142018,yes,83.042301980198,1.0,2380.0,65245.87531343283,83.042301980198,1.0,2380.0,65245.87531343283
30,yes,NA,290.04,NA,9,3,NA,1452,Medium,female,75.07663579073002,high,entry_level,sales_representative,very_high,NA,2342.59,6090.75,1,no,13,"3,0",high,part_time,0,11.499585808984802,3,low,1,0,0,1993,58214.2494277887,no,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283
22,yes,travel_rarely,290.04,research_&_development,7,1,life_sciences,1453,Very High,female,33.42604082753895,high,entry_level,research_scientist,medium,single,2342.59,6090.75,1,no,23,"4,0",low,part_time,0,1.0,2,good,1,0,0,2001,25919.768463805343,yes,83.042301980198,1.0,2342.59,65245.87531343283,83.042301980198,1.0,2342.59,65245.87531343283
26,no,NA,302.61,NA,1,2,life_sciences,1454,Medium,male,37.82421783651077,medium,entry_level,research_scientist,high,NA,2444.17,6354.83,1,yes,13,"3,0",high,full_time,1,1.0,3,low,1,1,0,1997,29330.0,no,83.042301980198,1.0,2444.17,29330.0,83.042301980198,1.0,2444.17,29330.0
44,no,travel_rarely,556.26,NA,1,4,NA,1455,Medium,female,69.53070513703906,very_high,intermediate,healthcare_representative,low,NA,4492.84,11681.39,2,no,15,"3,0",very_high,part_time,1,10.0,5,good,2,2,2,1979,53914.11,yes,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11
29,yes,travel_frequently,112.56,sales,24,3,technical_degree,1456,High,female,14.07,very_high,entry_level,sales_representative,low,single,1120.2893329639605,2363.83,1,no,17,"3,0",very_high,part_time,0,1.0,3,good,1,0,0,1994,10910.0,yes,14.07,1.0,5697.60022687609,10910.0,14.07,1.0,5697.60022687609,10910.0
28,yes,travel_rarely,556.26,NA,13,2,marketing,1457,Very High,male,69.53055386055887,high,intermediate,sales_executive,high,NA,4492.84,11681.39,3,yes,11,"3,0",very_high,part_time,0,6.0,0,good,2,2,2,1995,53914.11,yes,83.042301980198,6.0,4492.84,53914.11,83.042301980198,6.0,4492.84,53914.11
56,no,travel_rarely,556.26,NA,11,5,NA,1458,Very High,male,69.53070234868028,medium,intermediate,sales_executive,low,married,4492.84,11681.39,4,no,16,"3,0",high,part_time,1,9.92627118801342,3,good,0,0,0,1967,53914.11,yes,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11
39,no,travel_rarely,531.45,NA,9,2,NA,1459,Low,female,66.43,high,intermediate,manufacturing_director,low,married,4555.187273735331,11160.5,1,no,25,"4,0",very_high,part_time,1,10.0,3,good,10,7,9,1984,51510.0,yes,66.43,10.0,5697.60022687609,51510.0,66.43,10.0,5697.60022687609,51510.0
58,no,NA,1582.77,NA,21,3,NA,1460,Very High,male,197.84738722933994,high,manager,manager,very_high,NA,13176.052827364407,33238.2,4,yes,13,"3,0",high,full_time,1,23.92271891390793,2,low,1,0,0,1965,153407.07,yes,83.042301980198,11.318933823529411,5697.60022687609,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07
42,no,travel_rarely,556.26,sales,12,4,marketing,1461,Medium,female,69.53085847101414,high,intermediate,sales_executive,very_high,divorced,4758.572242525384,11681.39,3,no,12,"3,0",high,part_time,2,14.0,4,good,0,0,0,1981,53914.11,no,83.042301980198,14.0,5697.60022687609,53914.11,83.042301980198,14.0,5697.60022687609,53914.11
27,yes,NA,295.39,NA,22,3,NA,1462,Low,male,36.92162887890615,medium,entry_level,human_resources,medium,married,2385.83,6203.17,1,no,12,"3,0",low,full_time,0,6.331149057147105,2,good,1,0,0,1996,28630.0,no,83.042301980198,11.318933823529411,2385.83,28630.0,83.042301980198,11.318933823529411,2385.83,28630.0
38,no,travel_rarely,294.87,NA,1,3,NA,1463,Low,female,110.22060368756402,medium,entry_level,sales_representative,low,single,2381.67,6192.33,4,no,14,"3,0",low,part_time,0,20.0,3,low,1,0,0,1985,85463.71925796854,yes,83.042301980198,20.0,2381.67,65245.87531343283,83.042301980198,20.0,2381.67,65245.87531343283
32,no,NA,556.26,NA,5,4,life_sciences,1464,Very High,female,69.53070234868028,medium,intermediate,manufacturing_director,very_high,NA,4492.84,11681.39,8,no,24,"4,0",medium,part_time,0,9.92627118801342,1,good,1,0,0,1991,53914.11,yes,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11
31,no,NA,116.48,NA,2,1,medical,1465,Very High,male,14.557493848520862,low,entry_level,laboratory_technician,very_high,NA,94083.0,2446.17,1,no,11,"3,0",high,part_time,3,-31.848337916587006,4,good,1,0,0,1992,11290.0,yes,83.042301980198,11.318933823529411,94083.0,11290.0,83.042301980198,11.318933823529411,94083.0,11290.0
25,no,travel_rarely,290.04,NA,2,3,NA,1466,High,male,36.252429288496515,high,entry_level,human_resources,medium,NA,2342.59,6090.75,4,no,14,"3,0",high,part_time,0,6.0,3,good,2,1,2,1998,28111.13,no,83.042301980198,6.0,2342.59,28111.13,83.042301980198,6.0,2342.59,28111.13
40,no,NA,290.04,research_&_development,44,4,NA,1467,Low,female,36.25,high,entry_level,laboratory_technician,very_high,married,2342.59,6090.75,8,no,19,"3,0",high,part_time,2,8.0,3,low,1,0,0,1983,28111.13,yes,36.25,8.0,2342.59,28111.13,36.25,8.0,2342.59,28111.13
39,no,non_travel,2004.79,NA,9,3,NA,1468,Very High,female,250.6001523654968,high,executive,manager,very_high,NA,16192.5,42100.5,2,no,13,"3,0",high,full_time,0,29.889022174510487,3,low,6,1,3,1984,194310.0,no,83.042301980198,11.318933823529411,16192.5,194310.0,83.042301980198,11.318933823529411,16192.5,194310.0
23,yes,NA,290.04,NA,9,3,NA,1469,Very High,female,75.07663579073002,high,entry_level,sales_representative,low,married,2342.59,6090.75,1,no,19,"3,0",low,part_time,1,11.499585808984802,3,good,1,1,0,2000,58214.2494277887,no,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283
35,no,travel_rarely,1032.49,NA,26,4,life_sciences,1470,High,male,129.06061298298104,high,senior,human_resources,very_high,single,8339.32,21682.23,1,yes,16,"3,0",high,part_time,0,16.489391944301513,2,good,9,1,7,1988,100071.84,no,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
34,no,travel_rarely,238.13,NA,7,2,technical_degree,1471,Medium,female,29.764003695715406,high,entry_level,sales_representative,high,NA,1923.33,5000.67,0,yes,25,"4,0",medium,part_time,1,12.0,4,good,11,5,7,1989,23080.0,yes,83.042301980198,12.0,1923.33,23080.0,83.042301980198,12.0,1923.33,23080.0
28,no,non_travel,221.21,NA,16,3,medical,1472,High,female,27.65,high,entry_level,research_scientist,high,single,2011.1578697131101,4645.33,1,no,14,"3,0",high,part_time,0,5.0,3,low,5,1,4,1995,21440.0,no,27.65,5.0,5697.60022687609,21440.0,27.65,5.0,5697.60022687609,21440.0
29,no,NA,554.36,NA,1,3,life_sciences,1473,Low,female,69.29,high,intermediate,healthcare_representative,low,married,4477.5,11641.5,0,no,12,"3,0",low,part_time,1,6.0,5,low,5,0,2,1994,53730.0,no,69.29,6.0,4477.5,53730.0,69.29,6.0,4477.5,53730.0
58,yes,travel_rarely,1032.49,NA,23,4,medical,1474,Very High,male,129.06,high,senior,healthcare_representative,very_high,married,8339.32,21682.23,1,no,12,"3,0",very_high,part_time,1,40.0,3,low,40,15,6,1965,100071.84,yes,129.06,40.0,8339.32,100071.84,129.06,40.0,8339.32,100071.84
