age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work
47,no,travel_rarely,523.1,,2,2,medical,1300,low,male,,high,intermediate,manufacturing_director,very_high,,,10985.0,5,,13,,high,part_time,3,20,2,good,5,0,4,1976,50700.0,yes
54,no,travel_rarely,390.0,,8,4,life_sciences,1301,high,male,,high,intermediate,laboratory_technician,high,single,3150.0,8190.0,7,,11,"3,0",high,part_time,0,,3,good,1,0,0,1969,37800.0,no
31,yes,travel_frequently,1013.59,,42,3,nan,1302,nan,female,126.7,high,senior,healthcare_representative,high,,,21285.33,3,no,12,"3,0",low,part_time,0,12,2,good,1,0,0,1992,98240.0,yes
18,yes,travel_frequently,193.76,,5,3,marketing,1303,medium,female,,high,entry_level,sales_representative,medium,,,4069.0,1,yes,14,"3,0",very_high,part_time,0,,3,good,0,0,0,2005,18780.0,no
40,no,,1032.49,,28,3,other,1304,high,female,,low,senior,sales_executive,low,,,21682.23,3,no,15,"3,0",high,part_time,1,20,2,good,1,0,1,1983,100071.84,yes
26,no,,556.26,,29,2,nan,1305,low,female,69.53,high,intermediate,sales_executive,high,,4492.84,11681.39,5,,12,"3,0",low,part_time,2,8,5,good,0,0,0,1997,53914.11,yes
26,yes,travel_rarely,241.43,research_&_development,24,3,nan,1306,high,female,,low,entry_level,laboratory_technician,very_high,single,1950.0,5070.0,1,yes,18,"3,0",medium,nan,0,1,3,very_low,1,0,0,1997,,yes
38,no,,556.26,,10,3,nan,1307,high,male,,high,intermediate,healthcare_representative,high,,4492.84,11681.39,3,no,19,"3,0",high,nan,1,18,4,,1,0,0,1985,,yes
24,no,,219.45,,17,2,other,1308,very_high,female,,medium,entry_level,laboratory_technician,medium,married,1772.5,4608.5,1,no,21,"4,0",very_high,part_time,1,1,2,good,1,0,0,1999,21270.0,yes
30,yes,travel_frequently,209.75,,12,4,nan,1309,medium,female,,medium,entry_level,sales_representative,low,married,1694.17,4404.83,1,no,18,"3,0",high,part_time,1,1,2,excellent,1,0,0,1993,20330.0,yes
37,no,travel_rarely,990.68,,2,3,marketing,1310,very_high,female,,high,intermediate,sales_executive,high,married,8001.67,20804.33,4,,11,"3,0",high,full_time,1,,3,low,3,1,0,1986,96020.0,no
20,no,travel_rarely,290.04,research_&_development,1,3,life_sciences,1311,very_high,male,,medium,entry_level,research_scientist,medium,,2342.59,6090.75,1,no,13,,very_high,part_time,0,1,0,excellent,1,0,0,2003,28111.13,yes
43,no,,1715.48,,14,4,other,1312,medium,female,,medium,manager,research_director,very_high,divorced,13855.83,36025.17,4,,14,"3,0",high,full_time,1,21,3,,1,0,0,1980,166270.0,no
38,no,,290.04,,27,1,life_sciences,1313,high,male,36.25,high,entry_level,research_scientist,low,,2342.59,6090.75,3,no,17,"3,0",very_high,part_time,0,8,3,low,0,0,0,1985,28111.13,yes
33,no,,556.26,sales,8,4,marketing,1314,high,female,69.53,high,intermediate,sales_executive,high,divorced,4492.84,11681.39,0,,12,"3,0",very_high,part_time,0,6,3,good,5,1,2,1990,53914.11,no
30,no,,214.91,,3,3,nan,1315,high,male,26.86,high,entry_level,research_scientist,high,,1735.83,4513.17,1,no,20,"4,0",high,part_time,1,1,2,,1,0,0,1993,20830.0,no
29,no,,556.26,sales,44,2,medical,1316,medium,male,,high,intermediate,sales_executive,high,,4492.84,11681.39,1,no,14,"3,0",low,part_time,1,,5,low,6,1,2,1994,53914.11,no
20,yes,,104.1,,10,1,medical,1317,very_high,female,13.01,high,entry_level,research_scientist,high,single,84083.0,2186.17,1,,11,"3,0",very_high,part_time,0,,5,good,1,1,1,2003,10090.0,yes
35,no,non_travel,290.04,,20,3,nan,1318,nan,female,,medium,entry_level,laboratory_technician,high,marreid,2342.59,6090.75,1,no,18,"3,0",high,nan,2,1,3,good,1,0,0,1988,,no
37,no,,290.04,,10,2,life_sciences,1319,very_high,female,,very_high,entry_level,research_scientist,very_high,single,,6090.75,3,no,17,"3,0",low,part_time,0,,2,,1,0,0,1986,28111.13,yes
38,no,,811.06,,1,3,nan,1320,high,male,101.38,high,senior,manufacturing_director,high,single,6550.83,17032.17,4,yes,14,,very_high,part_time,0,10,4,,1,0,0,1985,78610.0,yes
29,no,,272.59,,10,3,nan,1321,high,female,,high,entry_level,sales_representative,high,single,2201.67,5724.33,1,no,11,"3,0",high,part_time,0,1,6,,1,0,0,1994,26420.0,no
35,no,,556.26,,2,4,nan,1322,very_high,male,,high,intermediate,healthcare_representative,low,divorced,4492.84,11681.39,2,no,11,"3,0",low,part_time,1,16,2,excellent,1,0,0,1988,53914.11,yes
38,no,travel_rarely,290.04,,2,5,medical,1323,very_high,female,,high,entry_level,research_scientist,high,married,2342.59,6090.75,6,yes,13,"3,0",medium,nan,1,,0,very_low,1,0,1,1985,,yes
34,no,travel_rarely,528.36,,8,5,life_sciences,1324,medium,male,,high,intermediate,manufacturing_director,low,,4267.5,11095.5,3,no,14,"3,0",high,part_time,1,,3,,0,0,0,1989,51210.0,yes
23,yes,,290.04,,6,3,life_sciences,1325,high,female,,very_high,entry_level,laboratory_technician,low,,2342.59,6090.75,1,yes,21,"4,0",high,nan,2,1,2,good,0,0,0,2000,,no
24,no,,277.95,,9,3,life_sciences,1326,high,female,,medium,entry_level,laboratory_technician,medium,divorced,2245.0,5837.0,1,no,11,"3,0",high,part_time,3,,4,good,1,0,0,1999,26940.0,no
29,yes,travel_rarely,290.04,,1,2,life_sciences,1327,medium,male,,medium,entry_level,laboratory_technician,low,married,2342.59,6090.75,1,,11,"3,0",very_high,part_time,1,1,1,good,1,0,0,1994,28111.13,yes
40,no,travel_frequently,525.57,,16,4,medical,1328,low,female,,medium,intermediate,laboratory_technician,high,,4245.0,11037.0,6,no,14,"3,0",very_high,part_time,0,10,6,good,1,0,0,1983,50940.0,yes
30,no,travel_rarely,556.26,research_&_development,2,3,nan,1329,high,male,,medium,intermediate,manufacturing_director,very_high,single,4492.84,11681.39,5,,24,"4,0",medium,part_time,0,12,4,low,0,0,0,1993,53914.11,yes
45,no,,234.62,,2,3,nan,1330,medium,male,29.33,medium,entry_level,research_scientist,high,,,4927.0,1,no,14,"3,0",very_high,part_time,0,1,3,good,1,0,0,1978,22740.0,yes
27,no,,290.04,,3,3,medical,1331,very_high,female,36.25,high,entry_level,research_scientist,very_high,married,2342.59,6090.75,1,,11,"3,0",high,part_time,3,0,6,low,0,0,0,1996,28111.13,yes
37,no,,556.26,,16,4,marketing,1332,very_high,female,,medium,intermediate,sales_executive,high,,,11681.39,4,,19,,very_high,part_time,2,9,2,good,1,0,0,1986,53914.11,yes
32,no,,238.75,,1,3,life_sciences,1333,very_high,female,,high,entry_level,laboratory_technician,very_high,divorced,1928.33,5013.67,0,no,12,,medium,part_time,1,4,2,good,3,0,2,1991,23140.0,yes
53,no,travel_rarely,1582.77,,8,3,marketing,1334,low,female,,high,manager,sales_executive,very_high,married,,33238.2,5,,14,"3,0",high,full_time,1,28,3,good,2,2,2,1970,153407.07,yes
37,no,,1032.49,,19,2,nan,1335,nan,female,,high,senior,sales_executive,medium,single,,21682.23,1,yes,13,"3,0",very_high,part_time,0,,2,good,10,0,9,1986,100071.84,no
32,yes,travel_rarely,290.04,,25,4,nan,1336,low,female,,high,entry_level,laboratory_technician,very_high,,2342.59,6090.75,1,,24,"4,0",high,part_time,0,1,2,very_low,1,0,1,1991,28111.13,yes
58,yes,travel_frequently,245.56,,2,1,nan,1337,very_high,female,,medium,entry_level,laboratory_technician,very_high,divorced,,5156.67,9,,14,"3,0",very_high,part_time,1,3,3,low,1,0,0,1965,23800.0,yes
43,no,travel_rarely,556.26,,8,3,nan,1338,low,male,,high,intermediate,manufacturing_director,medium,divorced,4492.84,11681.39,4,no,21,"4,0",high,part_time,1,4,2,excellent,1,0,0,1980,53914.11,no
21,yes,travel_rarely,290.04,research_&_development,18,1,other,1339,very_high,male,,high,entry_level,research_scientist,very_high,single,2342.59,6090.75,1,no,19,,low,part_time,0,,3,low,1,0,0,2002,28111.13,no
34,no,,207.17,,48,3,life_sciences,1340,nan,female,,high,entry_level,laboratory_technician,medium,,1673.33,4350.67,1,no,14,"3,0",medium,part_time,2,1,3,good,1,1,0,1989,20080.0,yes
58,no,,1088.7,,5,3,nan,1341,high,male,,medium,senior,healthcare_representative,medium,divorced,8793.33,22862.67,2,,13,,very_high,full_time,1,24,3,good,6,0,4,1965,105520.0,no
48,no,,233.07,,20,4,medical,1342,very_high,female,,high,entry_level,research_scientist,high,married,1882.5,4894.5,4,,17,"3,0",low,part_time,2,13,2,low,0,0,0,1975,22590.0,no
32,no,non_travel,290.04,,1,3,life_sciences,1343,high,male,,medium,entry_level,laboratory_technician,medium,married,2342.59,6090.75,6,no,20,,high,part_time,0,5,3,good,3,0,2,1991,28111.13,yes
25,yes,,248.96,,19,2,marketing,1344,high,female,,medium,entry_level,sales_representative,medium,married,,5228.17,1,yes,18,,high,part_time,3,,2,good,1,0,0,1998,24130.0,no
40,no,,1032.49,sales,10,4,marketing,1345,low,female,129.06,medium,senior,sales_executive,medium,divorced,8339.32,21682.23,2,no,12,"3,0",medium,part_time,1,11,2,low,1,0,0,1983,100071.84,yes
19,yes,,218.83,,21,3,other,1346,very_high,female,27.35,medium,entry_level,sales_representative,medium,single,,4595.5,1,yes,13,"3,0",medium,part_time,0,1,3,excellent,1,0,0,2004,21210.0,no
20,yes,travel_rarely,290.04,research_&_development,4,3,technical_degree,1347,low,female,,high,entry_level,laboratory_technician,low,single,2342.59,6090.75,1,,19,"3,0",medium,part_time,0,1,2,good,1,0,0,2003,28111.13,no
33,no,travel_rarely,556.26,,1,3,nan,1348,medium,male,,medium,intermediate,healthcare_representative,very_high,,4492.84,11681.39,0,,14,"3,0",low,part_time,0,6,3,good,5,1,4,1990,53914.11,yes
58,yes,travel_rarely,255.77,,2,3,nan,1349,very_high,female,,high,entry_level,research_scientist,high,single,,5371.17,4,no,24,"4,0",low,part_time,0,7,4,good,1,0,0,1965,24790.0,no
40,yes,non_travel,1361.29,,24,3,nan,1350,medium,male,,very_high,manager,sales_executive,medium,single,,28587.0,4,,16,"3,0",very_high,full_time,0,22,2,low,1,0,0,1983,131940.0,yes
29,yes,travel_rarely,290.04,,10,3,nan,1351,very_high,male,36.25,medium,entry_level,research_scientist,low,single,2342.59,6090.75,6,yes,20,"4,0",high,part_time,0,3,5,good,0,0,0,1994,28111.13,yes
47,no,travel_rarely,429.52,,18,2,life_sciences,1352,very_high,male,,high,intermediate,sales_executive,very_high,single,3469.17,9019.83,1,yes,17,"3,0",high,nan,0,9,0,good,9,0,7,1976,,no
18,no,,290.04,,5,2,nan,1353,medium,female,36.25,high,entry_level,research_scientist,very_high,,2342.59,6090.75,1,no,15,"3,0",very_high,part_time,0,,2,good,0,0,0,2005,28111.13,yes
20,yes,,268.25,,16,3,medical,1354,very_high,male,33.53,medium,entry_level,research_scientist,low,,,5633.33,1,yes,15,"3,0",low,part_time,0,1,2,good,1,0,0,2003,26000.0,no
42,no,,1888.4,,5,2,nan,1355,very_high,female,,high,executive,manager,high,,15252.5,39656.5,6,no,13,"3,0",medium,full_time,0,21,3,excellent,1,0,0,1981,183030.0,yes
50,no,travel_rarely,245.56,research_&_development,9,3,nan,1356,low,female,,high,entry_level,laboratory_technician,very_high,married,1983.33,5156.67,4,no,18,,medium,nan,0,8,5,good,1,0,0,1973,,yes
37,yes,travel_rarely,492.87,,11,2,medical,1357,low,male,61.61,low,intermediate,healthcare_representative,medium,,3980.83,10350.17,5,no,15,"3,0",low,part_time,0,15,2,very_low,1,0,0,1986,47770.0,yes
38,no,,556.26,,3,4,life_sciences,1358,medium,female,,high,intermediate,sales_executive,very_high,,4492.84,11681.39,8,yes,12,"3,0",high,nan,0,19,1,good,1,0,0,1985,,no
36,yes,,556.26,,15,3,nan,1359,low,female,,high,intermediate,laboratory_technician,high,divorced,,11681.39,7,,14,"3,0",medium,part_time,1,9,3,low,1,0,0,1987,53914.11,yes
28,no,travel_rarely,108.54,sales,10,1,medical,1360,very_high,female,,high,entry_level,sales_representative,medium,married,87667.0,2279.33,1,no,22,"4,0",medium,nan,0,,5,good,1,0,0,1995,10520.0,yes
43,no,,1032.49,,25,3,nan,1361,high,female,,medium,senior,sales_executive,very_high,,,21682.23,5,no,13,"3,0",high,part_time,1,18,5,good,1,0,0,1980,100071.84,yes
21,yes,travel_rarely,290.04,research_&_development,10,3,nan,1362,high,male,,medium,entry_level,laboratory_technician,low,single,2342.59,6090.75,1,no,13,,low,part_time,0,1,6,low,1,1,0,2002,28111.13,yes
51,yes,travel_rarely,253.91,,4,4,nan,1363,low,female,,high,entry_level,research_scientist,high,married,,5332.17,9,,12,,high,part_time,3,18,2,excellent,10,2,7,1972,24610.0,no
37,no,,556.26,sales,10,4,nan,1364,very_high,male,,medium,intermediate,sales_executive,very_high,divorced,,11681.39,2,yes,14,,high,part_time,3,8,5,good,1,0,0,1986,53914.11,no
28,yes,,267.84,research_&_development,1,3,medical,1365,low,female,,medium,entry_level,laboratory_technician,medium,divorced,,5624.67,1,no,15,,low,nan,2,,2,good,1,0,0,1995,25960.0,no
50,yes,,487.81,,1,4,nan,1366,very_high,female,,high,intermediate,sales_executive,high,single,,10244.0,3,yes,14,"3,0",very_high,part_time,0,5,4,good,0,0,0,1973,47280.0,yes
34,no,,290.04,,3,4,nan,1367,high,female,,medium,entry_level,research_scientist,very_high,,2342.59,6090.75,3,no,17,"3,0",very_high,part_time,3,6,2,good,0,0,0,1989,28111.13,yes
38,no,travel_rarely,758.44,,2,2,marketing,1368,very_high,female,,high,senior,sales_executive,medium,single,6125.83,15927.17,7,no,16,"3,0",high,part_time,0,,2,good,1,0,0,1985,73510.0,yes
42,no,,556.26,,29,3,nan,1369,medium,female,,low,intermediate,laboratory_technician,very_high,,4492.84,11681.39,4,,19,"3,0",low,part_time,0,16,3,good,1,0,0,1981,53914.11,no
18,yes,,290.04,,8,1,nan,1370,high,female,,high,entry_level,laboratory_technician,high,single,2342.59,6090.75,1,no,12,"3,0",very_high,part_time,0,,0,good,0,0,0,2005,28111.13,yes
41,no,,491.73,,12,4,nan,1371,medium,female,,high,entry_level,laboratory_technician,very_high,,3971.67,10326.33,3,yes,11,"3,0",low,full_time,1,6,4,,1,0,0,1982,47660.0,no
35,no,travel_rarely,232.97,research_&_development,1,4,medical,1372,very_high,female,,medium,entry_level,laboratory_technician,high,,1881.67,4892.33,6,no,12,"3,0",medium,part_time,1,,2,good,8,1,7,1988,22580.0,yes
32,no,,291.67,sales,2,1,nan,1373,high,male,,high,entry_level,sales_representative,low,,,6125.17,1,,12,"3,0",high,full_time,3,1,3,good,1,0,0,1991,28270.0,yes
22,yes,,294.36,,3,4,life_sciences,1374,high,female,36.79,medium,entry_level,research_scientist,very_high,married,2377.5,6181.5,0,yes,11,"3,0",medium,full_time,1,1,5,good,0,0,0,2001,28530.0,yes
44,no,non_travel,236.27,,26,3,nan,1375,nan,female,,low,entry_level,research_scientist,high,single,,4961.67,2,no,13,,very_high,part_time,0,6,3,good,0,0,0,1979,22900.0,yes
41,yes,non_travel,217.39,,5,2,life_sciences,1376,low,female,,medium,entry_level,research_scientist,low,,1755.83,4565.17,6,no,17,"3,0",low,part_time,1,5,2,very_low,1,0,0,1982,21070.0,yes
40,no,travel_frequently,556.26,,2,4,nan,1377,medium,female,,high,intermediate,sales_executive,medium,,,11681.39,5,no,12,"3,0",very_high,part_time,3,,2,good,0,0,0,1983,53914.11,no
24,yes,,228.02,,17,2,life_sciences,1378,very_high,male,,high,entry_level,laboratory_technician,medium,,1841.67,4788.33,1,,13,"3,0",low,part_time,1,1,3,very_low,1,0,0,1999,22100.0,yes
42,no,travel_frequently,1360.98,,26,5,medical,1379,low,male,,high,senior,research_director,low,married,10992.5,28580.5,3,yes,17,"3,0",high,nan,0,,6,good,1,0,0,1981,131910.0,no
49,no,,1973.98,research_&_development,4,2,medical,1380,low,female,,medium,executive,manager,high,married,,41453.67,2,,13,,high,full_time,1,23,2,excellent,1,0,0,1974,191324.62,yes
48,no,travel_rarely,290.04,,2,2,technical_degree,1381,very_high,female,,very_high,entry_level,laboratory_technician,medium,single,2342.59,6090.75,5,,11,"3,0",high,nan,0,7,4,low,1,0,0,1975,,yes
29,no,travel_rarely,556.26,research_&_development,7,3,nan,1382,high,female,,high,intermediate,healthcare_representative,very_high,,4492.84,11681.39,1,,11,"3,0",medium,part_time,2,6,2,good,6,1,0,1994,53914.11,yes
48,no,,1884.48,research_&_development,1,3,life_sciences,1383,very_high,female,,medium,executive,research_director,very_high,single,15220.83,39574.17,6,no,12,"3,0",high,nan,0,,3,excellent,1,0,0,1975,182650.0,yes
34,no,,290.04,,20,3,technical_degree,1384,high,male,36.25,very_high,entry_level,research_scientist,high,,2342.59,6090.75,0,no,17,"3,0",very_high,part_time,0,2,5,low,1,0,0,1989,28111.13,yes
19,no,,290.04,,25,3,life_sciences,1385,medium,male,36.25,very_high,entry_level,research_scientist,very_high,single,2342.59,6090.75,1,,12,"3,0",very_high,part_time,0,1,2,good,1,0,1,2004,28111.13,yes
23,no,,290.04,,1,2,nan,1386,very_high,female,36.25,high,entry_level,research_scientist,high,,2342.59,6090.75,1,no,22,"4,0",very_high,part_time,1,1,2,good,1,0,1,2000,28111.13,no
25,yes,travel_frequently,115.35,,32,1,nan,1387,high,female,,low,entry_level,sales_representative,very_high,single,93167.0,2422.33,1,yes,14,,very_high,nan,0,1,4,good,1,1,0,1998,,yes
42,no,,244.73,,34,4,medical,1388,medium,male,,very_high,intermediate,research_scientist,medium,married,,5139.33,6,yes,16,"3,0",very_high,part_time,0,18,2,good,1,0,0,1981,23720.0,no
51,no,travel_frequently,292.81,,6,2,medical,1389,medium,male,36.6,medium,entry_level,laboratory_technician,high,single,2365.0,6149.0,0,,14,"3,0",medium,full_time,0,8,6,low,7,7,7,1972,28380.0,no
45,no,travel_frequently,1863.44,,25,3,medical,1390,medium,male,,high,executive,manager,medium,,15050.83,39132.17,3,,22,"4,0",high,full_time,0,22,4,good,0,0,0,1978,180610.0,no
27,no,,290.04,,11,3,medical,1391,high,male,,very_high,entry_level,sales_representative,very_high,married,2342.59,6090.75,8,,14,,medium,part_time,1,5,4,good,1,0,0,1996,28111.13,yes
18,no,non_travel,166.21,,1,3,nan,1392,very_high,male,,high,entry_level,laboratory_technician,very_high,single,1342.5,3490.5,1,,15,"3,0",high,part_time,0,0,5,excellent,0,0,0,2005,16110.0,no
31,yes,travel_frequently,290.04,,2,3,nan,1393,high,male,,medium,entry_level,sales_representative,very_high,single,2342.59,6090.75,7,no,14,"3,0",high,part_time,0,3,3,excellent,1,0,0,1992,28111.13,yes
31,yes,travel_frequently,290.04,,1,4,life_sciences,1394,medium,male,,low,entry_level,sales_representative,high,single,2342.59,6090.75,1,,12,,medium,part_time,0,,3,good,1,0,0,1992,28111.13,no
31,yes,travel_rarely,290.04,,8,3,life_sciences,1395,low,male,,medium,entry_level,research_scientist,medium,,2342.59,6090.75,1,,12,"3,0",high,part_time,0,,3,excellent,1,0,0,1992,28111.13,no
27,no,travel_rarely,290.04,,11,1,life_sciences,1396,medium,female,36.25,high,entry_level,laboratory_technician,low,married,2342.59,6090.75,0,,14,"3,0",medium,part_time,0,6,3,excellent,5,1,4,1996,28111.13,no
39,yes,,290.04,,2,3,nan,1397,low,male,,medium,entry_level,laboratory_technician,low,single,,6090.75,2,yes,23,"4,0",medium,nan,0,11,2,excellent,1,0,0,1984,28111.13,yes
44,no,travel_frequently,491.94,,1,5,marketing,1398,low,male,,high,intermediate,sales_executive,high,married,3973.33,10330.67,7,,12,,high,part_time,1,11,4,low,1,0,0,1979,47680.0,no
30,no,,131.44,research_&_development,25,3,nan,1399,nan,female,,high,entry_level,research_scientist,high,,,2760.33,1,,13,"3,0",medium,part_time,2,1,2,low,1,0,0,1993,12740.0,no
35,no,travel_rarely,248.03,,26,1,life_sciences,1400,very_high,female,,high,entry_level,sales_representative,high,,2003.33,5208.67,1,no,13,,low,part_time,1,1,3,good,1,0,0,1988,24040.0,yes
24,yes,travel_frequently,290.04,,9,3,nan,1401,medium,female,36.25,high,entry_level,laboratory_technician,low,,2342.59,6090.75,2,,11,"3,0",high,part_time,0,,2,low,0,0,0,1999,28111.13,no
24,no,,209.75,,13,2,nan,1402,very_high,male,,high,entry_level,sales_representative,medium,married,,4404.83,1,,13,"3,0",high,part_time,1,1,2,,1,0,0,1999,20330.0,yes
28,yes,,264.23,,2,2,medical,1403,high,female,,medium,entry_level,laboratory_technician,low,single,,5548.83,7,no,11,,high,part_time,0,8,2,low,0,0,0,1995,25610.0,yes
28,no,travel_rarely,161.26,,1,3,life_sciences,1404,low,female,,medium,entry_level,research_scientist,high,,,3386.5,1,,14,"3,0",very_high,part_time,1,1,2,very_low,1,0,0,1995,15630.0,no
33,no,,659.08,,8,5,nan,1405,very_high,female,,high,intermediate,healthcare_representative,high,,5323.33,13840.67,2,,17,"3,0",low,nan,0,14,6,good,0,0,0,1990,,yes
39,no,travel_rarely,864.19,,6,3,nan,1406,medium,male,108.02,high,senior,manufacturing_director,medium,single,,18148.0,4,,18,,very_high,part_time,0,9,3,good,2,2,2,1984,83760.0,no
42,no,,499.47,,2,3,medical,1407,high,female,,medium,entry_level,laboratory_technician,medium,married,4034.17,10488.83,4,,14,,medium,full_time,1,,3,,1,0,0,1981,48410.0,yes
29,no,travel_rarely,290.04,,9,3,nan,1408,high,female,36.25,very_high,entry_level,research_scientist,high,married,2342.59,6090.75,6,no,18,"3,0",low,part_time,2,,2,low,1,0,0,1994,28111.13,no
35,no,travel_rarely,290.04,,1,3,nan,1409,very_high,female,,medium,entry_level,laboratory_technician,low,,,6090.75,1,no,19,"3,0",medium,part_time,0,,3,good,3,1,2,1988,28111.13,no
35,yes,travel_rarely,213.98,,14,3,nan,1410,nan,male,,high,entry_level,laboratory_technician,low,,1728.33,4493.67,1,,12,"3,0",very_high,nan,1,1,2,good,1,0,0,1988,,yes
34,no,,306.63,,13,4,medical,1411,nan,female,,high,entry_level,research_scientist,very_high,single,2476.67,6439.33,1,,13,"3,0",high,full_time,0,,4,,1,0,0,1989,29720.0,no
26,no,travel_rarely,290.04,,3,3,nan,1412,low,male,,high,entry_level,research_scientist,very_high,,,6090.75,1,,21,"4,0",low,part_time,0,1,5,good,1,0,0,1997,28111.13,yes
36,no,travel_rarely,703.13,,1,4,life_sciences,1413,medium,male,,high,intermediate,sales_executive,high,single,5679.17,14765.83,6,no,13,"3,0",low,full_time,0,,5,good,1,0,0,1987,68150.0,yes
50,no,,1973.98,,24,3,marketing,1414,nan,female,,high,executive,manager,high,marreid,15943.72,41453.67,4,yes,16,,high,full_time,1,,2,good,1,0,0,1973,191324.62,no
42,no,travel_rarely,1973.98,,9,2,nan,1415,very_high,female,,medium,executive,manager,very_high,,,41453.67,8,no,22,"4,0",very_high,full_time,0,24,2,good,1,0,1,1981,191324.62,no
35,no,,277.54,,7,2,life_sciences,1416,high,female,,medium,entry_level,laboratory_technician,very_high,,2241.67,5828.33,1,no,18,"3,0",very_high,nan,1,,5,low,1,0,1,1988,,no
46,no,travel_rarely,1812.47,,1,4,life_sciences,1417,very_high,female,226.56,very_high,manager,manager,low,,,38061.83,1,,15,"3,0",medium,full_time,0,27,5,very_low,26,0,12,1977,175670.0,no
18,yes,travel_frequently,161.88,sales,3,2,medical,1418,medium,male,,high,entry_level,sales_representative,very_high,single,,3399.5,1,yes,12,"3,0",high,part_time,0,0,2,excellent,0,0,0,2005,15690.0,yes
29,no,,431.99,,5,3,nan,1419,low,female,,medium,intermediate,sales_executive,medium,divorced,3489.17,9071.83,1,yes,13,,medium,part_time,1,10,3,low,10,0,9,1994,41870.0,yes
31,no,,556.26,,5,4,life_sciences,1420,low,male,,high,intermediate,sales_executive,very_high,,4492.84,11681.39,1,no,11,"3,0",low,part_time,2,10,2,,10,0,2,1992,53914.11,yes
41,no,travel_rarely,1032.49,,23,2,nan,1421,very_high,female,129.06,high,senior,sales_executive,high,single,8339.32,21682.23,3,,16,"3,0",very_high,part_time,0,21,2,good,2,0,2,1982,100071.84,yes
38,no,travel_rarely,341.1,,4,2,nan,1422,very_high,male,,high,entry_level,laboratory_technician,high,,,7163.0,7,,19,"3,0",very_high,full_time,1,7,5,,0,0,0,1985,33060.0,yes
32,yes,travel_rarely,143.72,,2,4,life_sciences,1423,very_high,female,,high,entry_level,laboratory_technician,medium,single,,3018.17,1,no,12,"3,0",low,part_time,0,1,2,good,1,0,0,1991,13930.0,yes
60,no,,1122.85,,1,4,nan,1424,high,female,,low,senior,healthcare_representative,very_high,divorced,9069.17,23579.83,3,no,20,"4,0",high,full_time,1,19,2,excellent,1,0,0,1963,108830.0,no
24,yes,,290.04,,22,1,nan,1425,very_high,female,,low,entry_level,human_resources,high,married,2342.59,6090.75,1,no,11,,high,nan,1,1,2,good,1,0,0,1999,,yes
40,no,travel_rarely,556.26,,8,2,life_sciences,1426,medium,male,,high,intermediate,manufacturing_director,low,,,11681.39,2,yes,16,"3,0",medium,nan,1,18,3,good,1,0,0,1983,53914.11,yes
30,no,travel_rarely,295.29,,21,1,nan,1427,medium,female,,high,entry_level,research_scientist,very_high,married,2385.0,6201.0,1,no,12,"3,0",medium,nan,1,10,2,low,10,0,8,1993,,yes
47,no,non_travel,556.26,,2,4,marketing,1428,high,female,,high,intermediate,sales_executive,medium,,4492.84,11681.39,7,no,11,"3,0",very_high,part_time,1,4,3,very_low,1,0,0,1976,53914.11,yes
32,yes,travel_rarely,694.88,sales,1,2,nan,1429,low,female,,low,intermediate,sales_executive,medium,single,5612.5,14592.5,6,,15,"3,0",medium,full_time,0,10,2,good,0,0,0,1991,67350.0,no
45,no,travel_rarely,1006.57,,41,3,life_sciences,1430,nan,male,,low,senior,human_resources,high,marreid,,21138.0,4,,21,"4,0",high,nan,2,9,2,excellent,5,0,3,1978,97560.0,yes
34,no,,290.04,,2,4,nan,1431,very_high,female,,very_high,entry_level,research_scientist,very_high,married,2342.59,6090.75,0,yes,14,"3,0",low,part_time,3,6,3,good,5,1,2,1989,28111.13,no
33,yes,,1032.49,,16,3,nan,1432,low,male,,high,senior,sales_executive,low,,8339.32,21682.23,2,yes,20,"4,0",high,part_time,0,,2,low,0,0,0,1990,100071.84,yes
31,yes,travel_rarely,1032.49,,16,4,nan,1433,low,female,,high,senior,sales_executive,high,married,8339.32,21682.23,2,,13,"3,0",low,nan,3,,2,good,1,0,0,1992,,yes
29,no,travel_rarely,290.04,,4,3,technical_degree,1434,very_high,male,,medium,entry_level,research_scientist,low,divorced,,6090.75,1,,13,"3,0",high,part_time,1,,2,good,1,0,0,1994,28111.13,yes
30,no,,546.21,,16,3,nan,1435,high,female,68.28,very_high,intermediate,healthcare_representative,high,married,4411.67,11470.33,3,no,16,"3,0",high,part_time,1,10,3,good,7,1,7,1993,52940.0,no
38,no,travel_rarely,556.26,,18,3,medical,1436,medium,female,69.53,low,intermediate,healthcare_representative,very_high,married,,11681.39,3,,16,"3,0",high,part_time,1,,2,good,1,1,0,1985,53914.11,yes
43,yes,,251.44,,17,3,technical_degree,1437,high,female,31.43,medium,entry_level,research_scientist,high,,2030.83,5280.17,9,yes,16,"3,0",very_high,part_time,1,6,4,good,1,0,0,1980,24370.0,no
55,no,travel_rarely,1973.98,,44,3,nan,1438,high,female,,medium,executive,research_director,low,married,,41453.67,8,no,12,"3,0",medium,full_time,3,34,2,good,1,0,0,1968,191324.62,no
